,000001.ZICN-20160317,minute,000001.ZICN-20100708,000001.ZICN-20140113,000001.ZICN-20120823,000001.ZICN-20121121,000001.ZICN-20100311,000001.ZICN-20100513,000001.ZICN-20140128,000001.ZICN-20100526,000001.ZICN-20100421,000001.ZICN-20100409,000001.ZICN-20120217,000001.ZICN-20120412,000001.ZICN-20120117,000001.ZICN-20141031,000001.ZICN-20150306,000001.ZICN-20110824,000001.ZICN-20140603,000001.ZICN-20131210,000001.ZICN-20110914,000001.ZICN-20110930,000001.ZICN-20140730,000001.ZICN-20120309,000001.ZICN-20100910,000001.ZICN-20111207,000001.ZICN-20110531,000001.ZICN-20130411,000001.ZICN-20131112,000001.ZICN-20130325,000001.ZICN-20140225,fitting,target_line
0,0.00173528007999,09:30,0.00353514514168,0.000834451730444,-0.000356310708631,-0.000354418760699,0.0,-0.000803926928879,0.00152559878031,-0.000677564124562,0.0,0.0,0.00414534592636,0.000675205994131,0.000153205091304,0.00087910212808,-0.000135448130139,0.00328580171095,-5.88462602225e-06,0.000743454561702,0.002946216675,0.00129156743863,-0.00229617917251,0.00231750428464,0.000332034308706,-0.000147469479622,0.000442660827584,0.0048770824293,0.000593987781771,0.00277329425438,0.000288440332337,0.000953272584874,0.00173528007999
1,0.00246304560641,09:31,0.00440457854784,0.00223960884082,-0.000656636512311,0.00125490125804,0.00136933419528,-0.000502313125585,0.00227610288693,0.00399789524256,0.0037123267304,0.00171641535007,0.00623711208981,0.00206069924315,0.00335827373217,0.00282048751273,-0.000104356627538,0.00306771406164,0.00102392492786,0.00143195424895,0.00472503393956,0.00337540897874,-0.00114098989003,0.00290504058215,0.0029724976208,4.21341370347e-05,0.00322462524401,0.00690706635653,0.00183742748774,0.00398320131874,0.00176579415473,0.00242561027131,0.00246304560641
2,0.00160428925283,09:32,0.0031080695398,0.00175234863393,-0.000606344987525,0.00081586004043,0.00138540542296,0.00151559994789,0.00234003836128,0.00441312728063,0.00339046421033,0.00290023852819,0.00581239445703,0.00175926026181,0.0031724332368,0.00274771692744,-0.000485458411883,0.00237390559741,0.00201940749662,0.00138459476365,0.00460040343058,0.00382016477103,0.000139245654986,0.00276332120799,0.00284751418487,-0.000194762898743,0.00258465149328,0.00656162319653,0.00173360999037,0.00460469067697,0.00216354326075,0.00243424518427,0.00160428925283
3,0.000456029236038,09:33,0.00158645782091,0.00134654681026,-0.00102718067135,0.00281245224431,0.00135752676269,0.00358284062215,0.00189494909753,0.00415384556724,0.0022899561777,0.00350241077318,0.00491501404411,0.00126422469331,0.00314750341425,0.00233660494271,-0.000174543385883,0.00186803622056,0.00246565830331,0.000515146099544,0.00363573091949,0.0033783683804,0.000811655594194,0.00222991096883,0.00242362457987,-0.000219699428825,0.00286029838591,0.00555763689926,0.00180614002278,0.00366622886099,0.00169597136977,0.00220464484417,0.000456029236038
4,0.000353605557356,09:34,0.000930562215705,0.000961109582387,0.000234851931788,0.00273479869562,0.00180227338995,0.00403130758809,0.0022028229971,0.00365244048913,0.00152272184936,0.00368133096098,0.00520395780827,0.000649652977035,0.00290636403977,0.00223204950407,-3.38620325345e-05,0.00199411202501,0.00231363879773,0.000523635063891,0.0032808576845,0.00318051124086,0.00158804172972,0.00166179394416,0.00222786739107,-0.000469064729643,0.0020965421834,0.00568072067798,0.00180945839028,0.00563120039789,0.00172871584823,0.00221046727331,0.000353605557356
5,0.00109913845661,09:35,0.00147287388424,0.00042517302456,-0.000122882121885,0.0029199725425,0.00217551945324,0.00345858025375,0.00277184871883,0.00252875929887,0.000483632837764,0.00384870791087,0.00514158668737,0.000637959223448,0.00243949645385,0.00227052590549,0.000347855425129,0.00210256854001,0.00246565830331,0.00209766776874,0.00284788805914,0.0027945207101,0.000894103679383,0.00177913593326,0.00255801941911,-0.0010972073236,0.00159956487697,0.00568790805193,0.00176821582283,0.00621231657044,0.00120721187507,0.00216054400804,0.00109913845661
6,0.00263131307853,09:36,0.00206640158241,-0.000149505935038,0.000386675402842,0.00481004000651,0.00299908787583,0.00189553543793,0.00366301086903,0.00155721546692,0.000316492551014,0.00383652338195,0.00446780886434,0.000353411219507,0.00326626002349,0.00221030197284,0.00116454608253,0.00240287954005,0.00241661975312,0.00224957555178,0.00276695915721,0.00233665899618,0.00150238733011,0.00192829247573,0.00240743696619,-0.00166085889149,0.00361112209347,0.00554191451876,0.002445162792,0.00671912890127,0.00113738909012,0.00237599287184,0.00263131307853
7,0.00386701644005,09:37,0.00261738693339,-0.00063030907496,0.00185509303695,0.0061610126421,0.00367604734387,0.00150392700419,0.00464417449466,0.00101844331835,0.000313136320356,0.00377399750987,0.00421195998065,0.000994835258832,0.00343306319982,0.00239055554905,0.00169617999333,0.00256654316197,0.0020929653219,0.00223974622464,0.00268603025527,0.00208384154011,0.00177721428074,0.00235758235838,0.00214881160328,-0.00206199307366,0.00403419942868,0.00527643089385,0.00299079721883,0.00666887717017,0.00107671549767,0.00258214272774,0.00386701644005
8,0.0042704403173,09:38,0.00303041943037,2.13579907198e-05,0.00202874113197,0.00613562590502,0.00438186942488,0.000543356701813,0.00510746077805,0.000313425835898,0.000655136224368,0.00330521379199,0.00413643576623,0.00149117013329,0.00391307560127,0.00303294416405,0.00246669515182,0.00280655703814,0.00270104334419,0.00235010276115,0.00309836301064,0.0018720329356,0.00146528569178,0.00245426554657,0.00199032357157,-0.0010989270843,0.00456073672359,0.00474007311356,0.00348902639572,0.00616421234921,0.000790201311127,0.00274055550192,0.0042704403173
9,0.00393913107095,09:39,0.00257814884617,0.00205732087351,0.00270293223312,0.00596538543289,0.00498208058114,5.00806939301e-05,0.00479417695372,0.000358418839104,0.000870941855653,0.00351683982058,0.00423487182098,0.00250592808342,0.00460068543414,0.00395052269355,0.00321935578407,0.00292401896775,0.00235286963788,0.00268340630864,0.00316310613219,0.00147166816821,0.00208044001627,0.00246294224295,0.00133943091879,-0.000902014484684,0.00532929642424,0.00489010954456,0.00378151678786,0.00528888732359,0.000531134702117,0.00292412112358,0.00393913107095
